X,Y,businessunit_number,businessunit_name,postal_code
-104.853887,39.067037,3227,MONUMENT CO,80132
-79.5902409999999,40.399049,3228,DELMONT PA,15626
-99.310215,34.1634060000001,3229,"VERNON, TX",76384
-93.681755,32.0529320000001,323,MANSFIELD LA,71052
-92.4944619999999,34.6241630000001,3230,"BRYANT, AR",72022
-94.296655,35.2207090000001,3231,GREENWOOD AR 11-11-02,72936
-111.977917,40.611451,3232,"WEST JORDAN, UT",84084
-94.9084329999999,47.496812,3233,"BEMIDJI, MN",56601
-83.019831,36.3965610000001,3234,"ROGERSVILLE, TN",37857
-80.171231,25.928322,3235,"NORTH MIAMI BEACH, FL",33162
-74.2935209999999,40.243703,3236,"FREEHOLD, NJ",07728
-96.658586,43.5411510000001,3237,SIOUX FALLS SD,57110
-93.2175329999999,37.1793710000001,3238,"SPRINGFIELD, MO",65809
-122.988122,44.0572260000001,3239,"SPRINGFIELD, OR",97477
-96.394802,35.843848,324,BRISTOW OK,74010
-112.234142,33.650698,3241,GLENDALE AZ,85308
-79.873406,37.325497,3243,BONSACK VA,24012
-91.470807,46.0180740000001,3245,"HAYWARD, WI",54843
-88.6124829999999,42.6307180000001,3247,DELAVAN WI,53115
-117.966218,33.914741,3248,LA HABRA CA,90631
-93.9633719999999,39.2637710000001,325,RICHMOND MO,64085
-81.389644,41.349361,3250,"BAINBRIDGE, OH",44202
-83.456061,39.522633,3251,"WASHINGTON, OH",43160
-75.4492539999999,39.8519400000001,3252,"BOOTHWYN, PA",19061
-80.174154,41.876761,3253,"EDINBORO, PA",16412
-119.867706,39.535488,3254,RENO (NW)NV,89523
-88.256267,40.048819,3255,SAVOY IL,61874
-123.169377,44.0459910000001,3258,EUGENE (W) OR,97402
-114.041816,46.883747,3259,"MISSOULA, MT",59808
-93.736752,39.0779430000001,326,HIGGINSVILLE MO,64037
-119.540466,47.304491,3260,"EPHRATA, WA",98823
-119.307922,46.2559810000001,3261,"RICHLAND, WA",99352
-81.576671,39.9893480000001,3262,"CAMBRIDGE, OH",43725
-76.459373,37.1194320000001,3265,"TABB, VA",23693
-74.553261,40.253991,3266,"EAST WINDSOR, NJ",08520
-96.198972,41.231476,3267,OMAHA (W),68130
-89.142687,45.163307,3268,"ANTIGO, WI",54409
-70.516879,44.538526,3269,"MEXICO, ME",04257
-94.806137,36.419267,327,JAY OK,74346
-81.099002,36.956265,3270,"WYTHEVILLE, VA",24382
-86.751885,33.1462520000001,3271,"CALERA, AL",35040
-94.6696889999999,38.842451,3273,OVERLAND PARK (S) KS,66223
-97.189608,32.906238,3274,N RICHLAND HILLS TX,76182
-97.532678,35.639705,3275,"EDMOND (W), OK",73013
-117.336016,34.165575,3276,SAN BERNARDINO CA,92407
-119.756603,39.422869,3277,"RENO, NV",89521
-96.598937,40.736432,3278,LINCOLN NE 11-11-02,68526
-98.386173,29.400363,3279,"SAN ANTONIO (SE), TX",78220
-90.1577809999999,38.358794,328,"WATERLOO, IL",62298
-77.596869,43.194281,3280,"ROCHESTER, NY",14621
-79.968079,42.1594860000001,3281,HARBORCREEK PA,16421
-82.4369809999999,39.5383350000001,3282,"LOGAN, OH",43138
-97.4658459999999,37.724703,3283,"WICHITA (NW), KS",67205
-97.209309,32.6667570000001,3284,"ARLINGTON (SW), TX",76017
-96.947173,32.597523,3285,CEDAR HILL TX,75104
-97.046321,33.1279460000001,3286,HICKORY CREEK/DENTON TX,75065
-97.038143,33.0728730000001,3287,"LEWISVILLE, TX",75077
-91.025189,30.5417430000001,3288,"BATON ROUGE, LA",70818
-81.481169,36.3893180000001,3289,"WEST JEFFERSON, NC",28694
-85.8198389999999,33.7202070000001,329,ANNISTON AL,36206
-156.454892,20.8782610000001,3290,"KAHULUI, HI",96732
-74.708364,40.881809,3291,"NEWARK, NJ",07836
-74.299907,40.6870880000001,3292,"NEWARK, NJ",07083
-81.226511,41.5862030000001,3293,"CHARDON, OH",44024
-85.586846,38.142543,3294,"LOUISVILLE(SE), KY",40291
-95.800731,35.9917090000001,3295,BROKEN ARROW OK,74011
-95.5914089999999,29.7332290000001,3296,"HOUSTON, TX",77077
-95.6023039999999,29.9198940000001,3297,"HOUSTON (ELDRIDGE), TX",77065
-95.018293,29.534834,3298,"HOUSTON, TX",77565
-76.225669,36.7438980000001,3299,CHESAPEAKE KEMPSVILLE VA,23320
-93.857362,33.925391,33,NASHVILLE AR,71852
-96.9939679999999,28.877984,330,VICTORIA TX,77904
-84.177741,40.5615950000001,3300,"WAPAKONETA, OH",45895
-71.416122,41.845539,3301,"PROVIDENCE, RI",02904
-95.561318,29.679267,3302,"HOUSTON (W TOLLWAY), TX",77099
-82.1020829999999,37.2779390000001,3303,"GRUNDY, VA",24614
-79.667064,36.383406,3304,"REIDSVILLE, NC",27320
-79.935805,36.420018,3305,"MAYODAN, NC",27027
-84.360259,30.216862,3307,"CRAWFORDVILLE, FL",32327
-81.8337989999999,30.1057440000001,3308,"MIDDLEBURG, FL",32068
-81.6290279999999,30.279296,3309,"JACKSONVILLE(CLINTON), FL",32207
-93.328022,30.233032,331,SULPHUR LA,70663
-81.164118,28.8697720000001,3310,"DELTONA (HWIND/415), FL",32738
-80.2436939999999,25.9528990000001,3311,"MIAMI GARDENS (PROP), FL",33056
-104.861839,39.590565,3313,"CENTENNIAL (LIMA), CO",80112
-112.218868,33.539299,3314,"GLENDALE, AZ",85303
-112.150397,33.656079,3315,"PHOENIX, AZ",85308
-106.689885,35.1805120000001,3317,"ALBUQUERQUE (GOLF), NM",87114
-97.6744169999999,31.069985,3319,"HARKER HEIGHTS, TX",76548
-86.675822,34.7470080000001,332,HUNTSVILLE AL,35806
-98.315665,26.2607180000001,3320,"PALMHURST, TX",78573
-88.228192,43.087812,3322,"PEWAUKEE, WI",53072
-87.7673109999999,43.7925030000001,3324,"SHEBOYGAN (N), WI",53083
-97.5661939999999,35.332949,3327,OKLAHOMA CITY MAY & 134TH OK,73170
-85.290091,43.179969,3328,"GREENVILLE, MI",48838
-75.0265019999999,44.661593,3329,"POTSDAM, NY",13676
-86.880124,37.4295670000001,333,BEAVER DAM KY,42320
-76.263746,36.7094660000001,3330,CHESAPEAKE CEDAR VA,23322
-92.0031289999999,34.173882,3331,"PINE BLUFF, AR",71603
-76.4486889999999,43.3236350000001,3332,"FULTON, NY",13069
-74.329383,44.8451460000001,3334,"MALONE, NY",12953
-82.021046,41.466619,3335,AVON OH,44011
-83.227814,42.1355390000001,3336,"WOODHAVEN, MI",48183
-74.872923,39.021146,3337,"RIO GRANDE, NJ",08242
-81.884451,34.9211120000001,3338,SPARTANBURG CEDAR SPRINGS SC,29302
-75.047427,39.489511,3339,"VINELAND, NJ",08360
-89.894417,39.267994,334,CARLINVILLE IL,62626
-95.9237649999999,36.1318180000001,3340,TULSA(FAIRGROUNDS) OK,74114
-96.794144,32.8006520000001,3341,"DALLAS, TX",75204
-84.198851,39.0152210000001,3342,"AMELIA, OH",45102
-78.205538,39.1939170000001,3344,"WINCHESTER-W, VA",22603
-81.649041,27.976842,3347,"WINTER HAVEN (E), FL",33884
-80.088336,26.795173,3348,"LAKE PARK (P.B.GARD), FL",33403
-82.048041,27.0249170000001,3349,"PORT CHARLOTTE (E), FL",33983
-88.851603,35.6683610000001,335,JACKSON TN,38305
-115.062957,36.1085340000001,3350,"LAS VEGAS (BOULDER), NV",89122
-115.203071,36.277766,3351,"NORTH LAS VEGAS, NV",89131
-121.376258,38.0498240000001,3352,"STOCKTON-NW, CA",95219
-115.048306,36.0405190000001,3354,"HENDERSON, NV",89074
-115.079669,36.156166,3355,"LAS VEGAS (LAMB), NV",89104
-115.119997,36.054969,3356,"LAS VEGAS (WARM SPRI), NV",89123
-110.908771,32.2519310000001,3357,"TUCSON, AZ",85712
-80.9304739999999,35.005978,3359,FORT MILL TOM HALL SC,29715
-92.397128,34.2913960000001,336,SHERIDAN AR,72150
-111.793399,33.2814950000001,3360,"CHANDLER-AIRPORT, AZ",85286
-87.440031,36.668028,3362,"OAK GROVE, KY",42262
-87.0609019999999,37.7571790000001,3363,"OWENSBORO, KY",42303
-93.077455,44.897067,3364,"WEST ST. PAUL, MN",55118
-111.883825,40.9190070000001,3366,"CENTERVILLE, UT",84014
-80.0177389999999,32.8776120000001,3367,NORTH CHARLESTON SC,29418
-90.3197749999999,37.558952,337,FREDERICKTOWN MO,63645
-82.559178,27.5237730000001,3370,"PALMETTO, FL",34221
-80.894602,35.2264190000001,3371,"CHARLOTTE (W), NC",28208
-82.7277779999999,27.9130730000001,3372,LARGO CROSSROAD FL,33760
-111.026712,32.132907,3377,TUCSON (CARDINAL) AZ,85746
-110.940899,32.426075,3379,ORO VALLEY AZ,85755
-94.302376,37.497039,338,LAMAR MO,64759
-119.188267,46.2720580000001,3380,PASCO WA,99301
-100.393372,32.4537750000001,3381,SWEETWATER TX,79556
-104.740091,38.336421,3382,PUEBLO WEST CO,81007
-101.862903,35.1698430000001,3383,"AMARILLO (SC), TX",79110
-102.407671,34.839792,3384,HEREFORD (NW) TX,79045
-106.739406,35.0547480000001,3385,ALBUQUERQUE (SAGE) NM,87121
-86.432946,33.779732,3386,SPRINGVILLE AL,35146
-82.217003,27.0346490000001,3387,"NORTH PORT, FL",34287
-84.025181,33.9367520000001,3388,LAWRENCEVILLE (S) GA,30044
-84.046685,33.8079760000001,3389,SNELLVILLE (S) GA,30039
-92.435508,33.820451,339,FORDYCE AR,71742
-95.588311,30.1899240000001,3390,WOODLAND (W) TX,77382
-98.2749889999999,29.604075,3391,SCHERTZ TX,78154
-97.1321569999999,32.843467,3392,BEDFORD TX,76021
-94.986011,41.4015890000001,3394,"ATLANTIC, IA",50022
-98.336154,40.885365,3395,SOUTH GRAND ISLAND,68801
-80.2076759999999,25.935725,3397,"MIAMI GARDENS, FL",33169
-66.283621,18.457123,3399,"AMIGO DORADO,PR",00646
-94.3265519999999,37.8322010000001,34,NEVADA MO,64772
-95.534344,35.470041,340,CHECOTAH OK,74426
-88.3024619999999,41.703677,3400,OSWEGO IL,60543
-84.472145,33.586938,3401,COLLEGE PARK GA,30349
-84.235721,33.5075210000001,3402,STOCKBRIDGE (S) GA,30281
-84.7302559999999,33.9356340000001,3403,"DALLAS, GA",30157
-93.183464,45.021754,3404,ROSEVILLE MN,55113
-96.8166399999999,32.9590490000001,3406,DALLAS (PRESTWD) TX,75248
-112.560303,33.436922,3407,BUCKEYE AZ,85326
-119.757532,39.1872450000001,3408,"CARSON CITY, NV",89706
-71.935148,42.2511890000001,3409,LEICESTER MA,01524
-96.605133,39.843308,341,MARYSVILLE KS,66508
-79.064001,35.0545690000001,3411,FAYETTEVILLE HOKE LOOP NC,28314
-76.791681,40.5558530000001,3412,"ELIZABETHVILLE, PA",17023
-82.706203,28.060125,3414,PALM HARBOR FL,34685
-82.743512,28.147248,3415,"TARPON SPRINGS, FL",34689
-81.696951,26.057197,3417,"NAPLES, FL",34114
-82.3441589999999,28.2347350000001,3418,"WESLEY CHAPEL, FL",33543
-97.428102,32.703356,3419,FORT WORTH (VICKERY) TX,76116
-95.559965,39.8463980000001,342,HIAWATHA KS,66434
-73.600938,40.743318,3420,"WESTBURY, NY",11590
-75.091648,39.8442390000001,3422,"DEPTFORD (E), NJ",08096
-106.031918,35.6196590000001,3423,"SANTA FE (S), NM",87507
-86.739212,33.382398,3424,BIRMINGHAM VALLEYDALE AL,35244
-95.237624,29.6308070000001,3425,HOUSTON (ALMEDA GENOA) TX,77075
-104.426641,32.8476870000001,3427,ARTESIA NM,88210
-108.226179,36.731879,3428,"FARMINGTON, NM",87401
-79.150885,41.8821530000001,3429,WARREN PA,16365
-89.3152479999999,39.569623,343,TAYLORVILLE IL,62568
-97.369335,35.495635,3430,MIDWEST CITY (N) OK,73141
-97.709538,32.7559230000001,3431,HUDSON OAKS TX,76087
-96.8797739999999,32.592876,3432,"DESOTO, TX",75115
-96.815957,32.5343960000001,3433,RED OAK TX,75154
-88.422922,42.2975940000001,3434,"WOODSTOCK, IL",60098
-86.080091,39.6339760000001,3435,"GREENWOOD, IN",46143
-86.258078,41.6261670000001,3436,"SOUTH BEND, IN",46614
-86.830831,30.4121850000001,3439,"NAVARRE, FL",32566
-96.2926419999999,29.2167920000001,344,EL CAMPO TX,77437
-79.028972,33.584413,3442,MURRELLS INLET TOURNAMENT SC,29576
-74.312258,40.9928590000001,3443,"RIVERDALE, NJ",07457
-83.6994319999999,41.6165560000001,3445,"HOLLAND, OH",43528
-82.900409,39.9536620000001,3447,WHITEHALL OH,43213
-97.710975,31.0720440000001,3449,KILLEEN E TX,76542
-95.616592,31.7365530000001,345,PALESTINE TX,75801
-97.800361,31.107292,3450,KILLEEN W TX,76549
-95.644818,29.8442930000001,3452,"HOUSTON(RIPPLE), TX",77084
-85.6727309999999,42.8684420000001,3453,WYOMING MI,49548
-112.030073,41.4840330000001,3454,PERRY(BRIGHAM CITY) UT,84302
-122.328358,37.9798710000001,3455,"RICHMOND, CA",94806
-78.932576,34.983867,3456,HOPE MILLS NC,28348
-95.853557,36.1182380000001,3457,"TULSA, OK",74146
-86.310321,43.409163,3458,WHITEHALL MI,49461
-89.0415189999999,40.4897470000001,3459,BLOOMINGTON IL,61705
-96.987649,37.6779710000001,346,AUGUSTA KS,67010
-89.6344319999999,40.7962130000001,3460,"PEORIA (N), IL",61615
-84.599961,33.401188,3461,PEACHTREE CITY GA,30269
-84.050787,34.0364890000001,3462,SUWANEE GA,30024
-82.2651319999999,27.9406230000001,3463,BRANDON FL,33511
-117.719268,33.9953360000001,3464,CHINO CA,91710
-112.267328,33.510205,3465,GLENDALE AZ 11-12-02,85305
-74.252099,40.6182000000001,3469,"LINDEN, NJ",07036
-90.6632739999999,33.459524,347,INDIANOLA MS,38751
-84.657884,34.0285660000001,3471,"ACWORTH, GA",30152
-116.907133,47.7137260000001,3472,"POST FALLS, ID",83854
-115.201607,36.156329,3473,"LAS VEGAS, NV",89102
-82.482406,27.495888,3474,"BRADENTON (NE), FL",34208
-75.4014119999999,40.127508,3475,"NORRISTOWN (W), PA",19403
-83.430326,42.3255370000001,3476,"CANTON, MI",48187
-118.090633,33.829419,3477,LONG BEACH CA,90808
-157.843233,21.294903,3478,HONOLULU HI,96814
-94.124261,36.313291,3479,"ROGERS(NEW HOPE), AR",72756
-91.804807,33.635887,348,MONTICELLO AR,71655
-82.043985,36.9003740000001,3480,"LEBANON, VA",24266
-76.4009119999999,39.336616,3481,"BALTIMORE, MD",21220
-96.7715889999999,33.0043640000001,3482,PLANO COIT/190 TX,75075
-90.692642,29.584595,3483,HOUMA LA,70363
-87.361789,30.3605890000001,3484,"PENSACOLA, FL",32506
-83.9980889999999,34.864003,3485,"BLAIRSVILLE, GA",30512
-82.067016,39.3355910000001,3486,ATHENS OH,45701
-83.010366,42.673076,3487,"SHELBY TWP, MI",48315
-88.2541219999999,42.7034410000001,3488,"BURLINGTON, WI",53105
-76.487847,39.3372660000001,3489,"GOLDEN RING, MD",21237
-76.732475,39.155739,3490,HANOVER MD,21076
-71.1651409999999,42.743122,3491,"METHUEN, MA",01844
-97.204346,37.6763750000001,3492,"WICHITA, KS",67207
-122.109451,37.9969090000001,3493,"MARTINEZ, CA",94553
-117.123423,33.135681,3494,SAN MARCOS CA EF,92069
-87.2690679999999,36.509439,3495,"CLARKSVILLE(S), TN",37043
-87.9454009999999,43.7517270000001,3497,"PLYMOUTH, WI",53073
-93.159798,45.159969,3498,"BLAINE, MN",55014
-88.807869,42.9876140000001,3499,JEFFERSON WI,53549
-96.556291,39.1884620000001,35,MANHATTAN KS,66502
-97.5932769999999,40.8280970000001,350,YORK NE,68467
-95.165193,29.805952,3500,HOUSTON TX,77015
-75.8624179999999,40.153132,3501,"ELVERSON, PA",19520
-84.508137,39.3881670000001,3502,HAMILTON(E) OH,45011
-80.065411,35.8556330000001,3503,"THOMASVILLE, NC",27360
-81.2894479999999,35.752637,3504,HICKORY MCDONALD NC,28601
-89.812168,43.5849150000001,3505,WISCONSIN DELLS WI,53965
-95.799143,36.033353,3508,"TULSA, OK",74012
-95.5860749999999,29.6874490000001,3509,"HOUSTON, TX",77072
-95.550647,30.1343460000001,351,TOMBALL TX,77375
-95.235878,29.5459920000001,3510,PEARLAND TX,77581
-116.793356,47.748972,3511,HAYDEN ID,83835
-106.516852,35.129754,3512,ALBUQUERQUE MONTGOMERY NM,87111
-93.4177309999999,44.7793120000001,3513,SHAKOPEE MN 11-11-02,55379
-78.6089059999999,41.978528,3514,"BRADFORD, PA",16701
-83.6217579999999,39.2278390000001,3515,HILLSBORO OH,45133
-116.968093,32.6310790000001,3516,"CHULA VISTA (E), CA",91915
-106.658143,35.239538,3517,RIO RANCHO SOUTHERN NM,87124
-99.451769,27.518362,3518,"LAREDO(SE), TX",78043
-89.8044869999999,37.9253340000001,352,CHESTER IL,62233
-74.042429,40.792987,3520,"SECAUCUS, NJ",07094
-96.644043,33.6556150000001,3521,SHERMAN W TX,75092
-117.963494,34.071943,3522,"BALDWIN PARK, CA",91706
-118.506153,34.4138780000001,3523,"SANTA CLARITA (E), CA",91350
-116.968368,32.804361,3524,"EL CAJON, CA",92020
-122.297251,47.1059660000001,3525,"PUYALLUP (S), WA",98375
-82.407405,28.5370760000001,3526,BROOKSVILLE FL,34601
-80.402169,27.3152020000001,3527,"ST LUCIE WEST, FL",34986
-89.1444729999999,30.8456120000001,3528,"WIGGINS, MS",39577
-85.975965,39.858351,3529,LAWRENCE IN 11-12-02,46236
-98.580699,33.082325,353,GRAHAM TX,76450
-96.467951,32.9313530000001,3530,"ROCKWALL(S), TX",75087
-122.773844,47.0604650000001,3531,LACEY WA,98516
-104.897216,39.7697360000001,3533,DENVER CO,80207
-92.581983,44.5631010000001,3534,RED WING MN 11-12-02,55066
-71.068055,43.027448,3535,EPPING NH,03042
-122.517013,47.193987,3537,"LAKEWOOD, WA",98499
-80.7241959999999,28.2331060000001,3538,VIERA FL,32940
-91.481848,38.3531390000001,354,OWENSVILLE MO,65066
-75.690187,39.8611530000001,3541,KENNETT SQUARE PA,19348
-95.5300339999999,29.6570550000001,3542,"HOUSTON, TX",77071
-73.412947,41.4079760000001,3543,DANBURY CT,06810
-72.6788789999999,41.2872320000001,3544,GUILFORD CT,06437
-72.918956,41.3737760000001,3545,HAMDEN CT,06514
-73.419766,41.552019,3546,NEW MILFORD CT,06776
-73.4495469999999,41.0962030000001,3547,NORWALK CT W/D 11-07-02,06854
-73.0044329999999,41.563321,3548,WATERBURY (REIDVILLE),06705
-72.2864979999999,42.9241720000001,3549,"KEENE, NH",03431
-85.421699,32.637656,355,OPELIKA AL,36801
-85.4965759999999,32.5707090000001,356,AUBURN AL,36832
-71.141228,41.6862770000001,3560,FALL RIVER (S),02721
-70.593755,41.560928,3561,FALMOUTH MA,02536
-74.093814,40.8922210000001,3562,SADDLE BROOK NJ,07663
-75.341999,40.672465,3563,"BETHLEHEM, PA",18020
-75.1391869999999,40.158529,3564,HORSHAM PA,19090
-104.878986,39.651845,3566,"AURORA(DENVER SE),CO",80231
-98.219485,26.1252710000001,3567,HIDALGO TX,78557
-112.027262,40.702212,3568,WEST VALLEY CITY UT,84120
-97.676453,30.413711,3569,AUSTIN (NE) TX,78753
-92.858875,38.434248,357,VERSAILLES MO,65084
-82.1423379999999,33.545784,3570,"EVANS, GA",30809
-84.326963,39.488815,3571,MIDDLETOWN OH 11-11-02,45044
-95.3826539999999,29.5580860000001,3572,PEARLAND TX 11-12-02,77584
-77.448523,38.7529050000001,3573,MANASSAS (S) VA,20110
-96.6296139999999,33.113843,3574,ALLEN TX,75002
-95.214579,30.0692790000001,3579,KINGWOOD TX,77339
-94.2287919999999,35.4791220000001,358,ALMA AR,72921
-82.4307229999999,40.0857070000001,3580,NEWARK OH,43055
-82.0408869999999,39.8914370000001,3581,ZANESVILLE (S) OH,43701
-104.721802,38.8544920000001,3582,COLORADO SPRINGS CO,80915
-73.792705,42.608957,3583,GLENMONT NY,12077
-95.465039,29.722971,3584,"HOUSTON (GALLERIA), TX",77081
-95.387033,30.114446,3585,WOODLANDS E TX,77386
-121.201915,38.8026550000001,3587,ROCKLIN (S) CA,95677
-77.3081779999999,38.5812070000001,3588,DUMFRIES VA,22026
-111.901122,40.740886,3589,SALT LAKE CITY C UT,84115
-94.152711,36.122626,359,"FAYETTEVILLE, AR",72703
-96.374694,42.531771,3590,SIOUX CITY (N) IA,51108
-95.650434,30.3844020000001,3591,"CONROE (LAKE), TX",77356
-90.032652,34.9610950000001,3593,"HORNLAKE, MS",38637
-97.150701,32.708556,3594,"DALLAS, TX",76013
-79.053432,35.024684,3595,FAYETTEVILLE NC,28304
-106.763155,34.8172980000001,3596,"LOS LUNAS, NM",87031
-88.817278,42.238256,3597,BELVIDERE IL,61008
-74.457285,40.809652,3598,CEDAR KNOLLS NJ,07927
-89.847165,35.227917,3599,MEMPHIS TN,38135
-90.5229419999999,36.057305,36,PARAGOULD AR,72450
-96.7212489999999,35.9874330000001,360,CUSHING OK,74023
-78.9987649999999,35.0403910000001,3600,FAYETTEVILLE STRICKLAND BRIDGE NC,28304
-87.7342179999999,41.6482720000001,3601,CRESTWOOD IL,60445
-89.639356,39.744855,3602,SPRINGFIELD (E) IL,62703
-79.2624709999999,37.365439,3603,FOREST CLOVERHILL VA,24551
-112.364354,33.4872110000001,3604,GOODYEAR (INDIAN) AZ,85395
-79.252851,37.3225840000001,3605,LYNCHBURG VA,24502
-81.304113,28.897926,3606,DEBARY FL,32713
-78.226004,43.2341730000001,3607,ALBION NY,14411
-81.0719789999999,41.8046450000001,3608,"NORTH MADISON, OH",44057
-84.293013,33.6362950000001,3609,ELLENWOOD GA,30294
-90.017362,38.6750010000001,361,COLLINSVILLE IL,62234
-85.870231,38.171457,3610,LOUISVILLE (NW) KY,40216
-84.636252,33.8673920000001,3611,"MARIETTA, GA",30064
-79.403377,36.0911560000001,3612,BURLINGTON (N) NC,27217
-79.909687,37.272951,3614,ROANOKE DALE AVE VA,24013
-97.550623,35.494581,3615,"OKLAHOMA CITY, OK",73107
-90.529634,30.7290120000001,3616,"AMITE, LA",70422
-81.2091139999999,28.536161,3617,"ORLANDO (CURRY FRD.E), FL",32828
-85.2627239999999,35.1153860000001,3619,CHATTANOOGA TN,37415
-87.8405289999999,33.935256,362,WINFIELD AL,35594
-111.977516,40.505236,3620,RIVERTON UT,84065
-84.311428,33.888542,3621,CHAMBLEE GA,30341
-79.9359439999999,37.3222040000001,3622,ROANOKE PLANTATION RD VA,24019
-99.474128,27.4534790000001,3623,LAREDO (S) TX,78046
-93.801971,45.2842820000001,3624,MONTICELLO MN,55362
-80.205439,26.162472,3625,LAUDERDALE LAKES FL,33313
-80.2626329999999,36.027268,3626,WINSTON-SALEM (S) NC,27127
-83.874813,34.2314190000001,3627,OAKWOOD GA,30566
-82.2674039999999,34.757734,3628,SIMPSONVILLE SC,29681
-81.033269,29.1422390000001,3629,PORT ORANGE FL,32129
-93.2163839999999,39.111474,363,"MARSHALL, MO",65340
-91.552968,42.033289,3630,MARION IA,52302
-97.338879,32.5770670000001,3631,CROWLEY TX,76036
-82.856144,43.4181840000001,3632,"SANDUSKY, MI",48471
-77.528204,39.7427260000001,3633,WAYNESBORO PA,17268
-75.988056,40.8367950000001,3634,TAMAQUA PA,18252
-85.2447069999999,34.9548130000001,3635,FORT OGLETHORPE GA,30742
-97.7256419999999,35.5091170000001,3637,YUKON NE OK,73099
-79.810763,34.174603,3638,FLORENCE 2ND LOOP CASHUA SC,29501
-77.523536,38.9358310000001,3639,DULLES VA,20166
-94.194223,31.8016940000001,364,CENTER TX,75935
-95.4651489999999,29.7887670000001,3640,HOUSTON(NW I-610) TX,77055
-83.746931,39.9208760000001,3641,SPRINGFIELD (E) OH,45505
-90.330699,45.153396,3643,MEDFORD WI,54451
-76.233604,36.653829,3644,CHESAPEAKE (S) VA,23322
-102.070408,31.9748490000001,3645,MIDLAND (S) TX,79701
-80.003193,32.9700250000001,3646,GOOSE CREEK RED BANK SC,29445
-100.768239,46.857758,3648,"BISMARCK, ND",58503
-90.0461989999999,32.286503,365,"PEARL, MS",39208
-119.212959,34.2582120000001,3650,"VENTURA (W), CA",93003
-121.550049,38.587362,3652,"WEST SACRAMENTO, CA",95605
-97.361304,32.5377970000001,3653,BURLESON 731 TX,76028
-94.126607,36.332473,3654,ROGERS AR,72756
-115.324405,36.220577,3655,"LAS VEGAS (CHEYENNE), NV",89129
-84.518984,39.2968460000001,3656,"CINCINNATI(COBBLEWD), OH",45240
-79.756949,36.1091950000001,3658,"GREENSBORO (NE), NC",27405
-85.331891,35.0944490000001,3659,"CHATTANOOGA(SIGNAL), TN",37405
-84.359978,35.512365,366,MADISONVILLE TN,37354
-85.376526,35.0156650000001,3660,"CHATTANOOGA(SW), TN",37419
-106.289323,31.7424730000001,3661,"EL PASO, TX",79936
0.0,0.0,3663,PR HW MOBILE OPTICAL UNIT,987
-66.142125,18.382974,3669,"AMIGO LOMAS VERDES,PR",00956
-66.177836,18.4367780000001,3670,"AMIGO LEVITTOWN, PR",949
-95.255971,37.3722050000001,368,"PARSONS, KS",67357
-66.1874079999999,18.361319,3680,"AMIGO BAYAMON,PR",00956
-66.041298,18.241112,3681,"AMIGO LAS CATALINAS,PR",00725
-65.720701,18.376379,3682,"AMIGO LUQUILLO,PR",00773
-66.0642759999999,18.3567190000001,3683,"AMIGO LOS PASEOS,PR",00926
-65.905187,18.2309510000001,3687,"AMIGO JUNCOS,PR",00777
-96.9927269999999,37.227248,369,WINFIELD KS,67156
-66.1096249999999,18.3709250000001,3690,"AMIGO GUAYNABO,PR",00965
-66.117678,17.9739660000001,3691,"AMIGO GUAYAMA,PR",00784
-65.644554,18.296144,3692,"AMIGO MONTE SOL,PR",00738
-66.3807669999999,18.0168130000001,3693,"SANTA ISABEL,PR",00757
-65.966933,18.184988,3694,"AMIGO SAN LORENZO,PR",00754
-90.435275,37.7894680000001,37,FARMINGTON MO,63640
-97.373331,37.273471,370,WELLINGTON KS,67152
-80.649849,35.0788220000001,3700,"INDIAN TRAIL, NC",28079
-78.0717309999999,35.2105280000001,3701,"MOUNT OLIVE, NC",28365
-81.638694,30.477426,3702,"JACKSONVILLE (N), FL",32218
-90.237622,30.020563,3703,"KENNER (WILL & ESPL), LA",70065
-122.577503,46.9347480000001,3705,"YELM, WA",98597
-121.990103,38.242621,3708,SUISAN CITY CA,94585
-84.312878,33.719115,3709,"ATLANTA (GRESHAM), GA",30316
-97.780249,32.4320880000001,371,GRANBURY TX,76048
-84.268408,33.757277,3710,"DECATUR (W), GA",30032
-121.295274,38.689487,3712,"CITRUS HEIGHTS, CA",95621
-80.128208,32.9788760000001,3713,N. CHARLESTON LADSON SC,29456
-66.457769,18.440864,3716,MANATI PUERTO RICO,00674
-86.7253719999999,36.082433,3717,"NASHVILLE (HARDING), TN",37211
-100.035655,37.768407,372,DODGE CITY KS,67801
-76.6674409999999,39.248504,3720,"ARBUTUS, MD",21227
-81.383771,41.097718,3722,"KENT, OH",44240
-95.158237,36.198695,3723,LOCUST GROVE OK,74352
-80.869633,33.4824130000001,3724,ORANGEBURD STONEWALL SC,29115
-87.8354419999999,42.0565260000001,3725,"NILES, IL",60714
-83.649349,42.9387970000001,3726,"GRAND BLANC, MI",48439
-92.4872549999999,31.270945,3727,ALEXANDRIA JACKSON LA,71301
-115.191704,36.201086,3728,"NORTH LAS VEGAS (S), NV",89032
-119.746385,39.584388,3729,"SPARKS, NV",89436
-93.715947,36.1128170000001,373,HUNTSVILLE AR,72740
-112.341401,34.592452,3730,"PRESCOTT VALLEY, AZ",86314
-106.572118,35.320097,3731,"BERNALILLO, NM",87004
-106.699666,35.242941,3732,"RIO RANCHO (W), NM",87124
-80.993664,35.0463140000001,3733,"TEGA CAY, SC",29708
